rule_idx	rule	rule_regex	rule_len	hits	scope	accuracy10.0
699	pˀ -> b / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] X	pˀ -> b / (⋊) __ (a|o|e|u|ɨ|i)	210	11.0	14.0	0.4583333333333333
267	e -> ẽ / X [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -round, -labiodental, -lateral, -DORSAL] __ X	e -> ẽ / (n|m) __ 	196	8.0	8.0	0.4444444444444444
502	kː -> k / X [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +tense] X	kː -> k / (a|o|e|u|ɨ|i|ã|õ|ĩ|ũ|ɨ̃|ẽ) __ (o|e|u|ɨ|i)	388	8.0	8.0	0.4444444444444444
263	e -> ẽ / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -labiodental, -lateral] __ X	e -> ẽ / (ɲ|ŋ|n|m|ʔ|k|ɡ|t|p|d|b|t͡ʃ|t͡s|kʲ|kʷ|kʷˀ|kˀ|pˀ|tʲ|tˀ|ʔʷ|ˀb|ˀd|ˀk|ˀm|ˀn|ˀp|ˀt|ˀŋ|ˀɡ) __ 	140	15.0	24.0	0.4411764705882353
208	a -> ã / X [+C/V, -syllabic, -stress, -long, -approximant, -tap, -trill, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ɲ|ŋ|n|m|ʔ|k|ɡ|ɸ|t|s|p|d|b|t͡ʃ|t͡s|h|hʲ|kʰ|kʲ|kˀ|pʰ|pˀ|sˀ|tʰ|tʲ|tˀ|ˀb|ˀd|ˀh|ˀk|ˀkʰ|ˀm|ˀn|ˀp|ˀs|ˀt|ˀtʰ|ˀŋ|ˀɡ) __ (⋉)	120	11.0	18.0	0.3928571428571428
650	tː -> t / X [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] X	tː -> t / (a|o|e|u|ɨ|i|ã|õ|ĩ|ũ|ɨ̃|ẽ) __ (a|e|ɨ|i)	398	6.0	6.0	0.375
802	t͡s -> d / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] [-stress, -tap, -trill, -nasal, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -lateral] X	t͡s -> d / (⋊) __ (i) (a|e|ɨ|i|k|ɡ|t|s|d|t͡ʃ|t͡s|j|kː|tː|kʲ|tʲ)	361	5.0	5.0	0.3333333333333333
546	kˀ -> ∅ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] X	kˀ -> ∅ / (⋊) __ (a|o|u|ɨ|ã|õ|ũ|ɨ̃)	210	7.0	11.0	0.3333333333333333
437	tˀ -> ˀt / X [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +tense] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] X	tˀ -> ˀt / (o|e|u|ɨ|i) __ (a|e|ɨ|i)	421	5.0	5.0	0.3333333333333333
393	ɨ -> ɨ̃ / X [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -round, -labiodental, -lateral, -DORSAL] __ X	ɨ -> ɨ̃ / (n|m) __ 	197	5.0	5.0	0.3333333333333333
