rule
∅ -> h / ⋊ __ ã j a ⋉
ã -> a / ⋊ __ j a ⋉
∅ -> h / ⋊ __ a t͡s ɨ ⋉
t͡s -> t / ⋊ a __ ɨ ⋉
∅ -> k / ⋊ __ ɨ̃ kʷˀ e ⋉
ɨ̃ -> o / ⋊ __ kʷˀ e ⋉
kʷˀ -> m / ⋊ ɨ̃ __ e ⋉
n -> ˀn / ⋊ ɨ __ e ⋉
ɨ -> i / ⋊ __ tˀ i a ⋉
tˀ -> t / ⋊ ɨ __ i a ⋉
∅ -> h / ⋊ __ j a i ⋉
∅ -> i / ⋊ __ j a i ⋉
j -> ɲ / ⋊ __ a m a ⋉
a -> ã / ⋊ j __ m a ⋉
ɲ -> j / ⋊ __ ã pˀ o ⋉
ã -> a / ⋊ ɲ __ pˀ o ⋉
pˀ -> ∅ / ⋊ ɲ ã __ o ⋉
o -> u / ⋊ ɲ ã pˀ __ ⋉
p -> h / ⋊ j a __ i ⋉
∅ -> ɾ / ⋊ j a p i __ ⋉
∅ -> i / ⋊ j a p i __ ⋉
∅ -> ʔ / ⋊ j __ ɨ i ⋉
ɨ -> o / ⋊ j __ i ⋉
∅ -> t / ⋊ j ɨ __ i ⋉
∅ -> a / ⋊ j ɨ __ i ⋉
∅ -> h / ⋊ j ɨ __ i ⋉
i -> e / ⋊ j ɨ __ ⋉
ɨ -> e / ⋊ j __ ʔ ɨ ⋉
ʔ -> h / ⋊ j ɨ __ ɨ ⋉
kˀ -> kʲ / ⋊ __ ã pˀ o ⋉
pˀ -> ∅ / ⋊ kˀ ã __ o ⋉
o -> ũ / ⋊ kˀ ã pˀ __ ⋉
kˀ -> k / ⋊ __ ɨ pˀ o ⋉
ɨ -> ∅ / ⋊ kˀ __ pˀ o ⋉
pˀ -> ∅ / ⋊ kˀ ɨ __ o ⋉
∅ -> h / ⋊ kˀ ɨ pˀ o __ ⋉
∅ -> u / ⋊ kˀ ɨ pˀ o __ ⋉
kˀ -> ∅ / ⋊ __ ɨ tˀ a ⋉
tˀ -> t / ⋊ kˀ ɨ __ a ⋉
kˀ -> k / ⋊ __ o ɨ ⋉
o -> a / ⋊ kˀ __ ɨ ⋉
kˀ -> ɡ / ⋊ __ o p e ⋉
p -> h / ⋊ kˀ o __ e ⋉
kˀ -> k / ⋊ __ õ p i ⋉
õ -> o / ⋊ kˀ __ p i ⋉
p -> h / ⋊ kˀ õ __ i ⋉
kˀ -> k / ⋊ __ õ ʔ ã ⋉
õ -> o / ⋊ kˀ __ ʔ ã ⋉
ʔ -> ∅ / ⋊ kˀ õ __ ã ⋉
ã -> a / ⋊ kˀ õ ʔ __ ⋉
kˀ -> t / ⋊ __ o ʔ o ⋉
o -> e / ⋊ kˀ __ ʔ o ⋉
ʔ -> k / ⋊ kˀ o __ o ⋉
i -> ∅ / ⋊ k ɨ __ ⋉
kʷ -> k / ⋊ __ e tʲ u ⋉
tʲ -> t / ⋊ kʷ e __ u ⋉
kʷ -> h / ⋊ __ ɨ tˀ e ⋉
ɨ -> o / ⋊ kʷ __ tˀ e ⋉
tˀ -> t / ⋊ kʷ ɨ __ e ⋉
ʔ -> ∅ / ⋊ m a __ a ⋉
k -> kʲ / ⋊ m e __ a ⋉
t͡s -> t / ⋊ m ɨ __ a ⋉
tˀ -> n / ⋊ m ɨ __ o ⋉
t -> n / ⋊ m ɨ __ e ⋉
∅ -> n / ⋊ n o __ ⋉
∅ -> i / ⋊ n o __ ⋉
∅ -> h / ⋊ __ o j o ⋉
∅ -> i / ⋊ o __ j o ⋉
∅ -> k / ⋊ __ o kː o ⋉
∅ -> t / ⋊ o __ kː o ⋉
∅ -> a / ⋊ o __ kː o ⋉
kː -> p / ⋊ o __ o ⋉
o -> u / ⋊ o kː __ ⋉
pˀ -> h / ⋊ __ ɨ p ɨ ⋉
ɨ -> e / ⋊ pˀ __ p ɨ ⋉
p -> h / ⋊ pˀ ɨ __ ɨ ⋉
ɨ -> e / ⋊ pˀ ɨ p __ ⋉
pˀ -> p / ⋊ __ u t u ⋉
u -> o / ⋊ pˀ __ t u ⋉
t -> ɾ / ⋊ pˀ u __ u ⋉
pˀ -> m / ⋊ __ ã t͡s ã ⋉
ã -> a / ⋊ pˀ __ t͡s ã ⋉
t͡s -> t / ⋊ pˀ ã __ ã ⋉
ã -> a / ⋊ pˀ ã t͡s __ ⋉
∅ -> ɾ / ⋊ pˀ ã t͡s ã __ ⋉
∅ -> ɨ / ⋊ pˀ ã t͡s ã __ ⋉
pˀ -> m / ⋊ __ e n e ⋉
n -> ˀn / ⋊ pˀ e __ e ⋉
pˀ -> b / ⋊ __ i a ⋉
pˀ -> b / ⋊ __ ɨ k ɨ ⋉
∅ -> i / ⋊ pˀ ɨ __ k ɨ ⋉
pˀ -> p / ⋊ __ o ⋉
pˀ -> m / ⋊ __ õ s a ⋉
õ -> u / ⋊ pˀ __ s a ⋉
s -> hʲ / ⋊ pˀ õ __ a ⋉
pˀ -> p / ⋊ __ o tˀ i k a ⋉
tˀ -> ɾ / ⋊ pˀ o __ i k a ⋉
i -> e / ⋊ pˀ o tˀ __ k a ⋉
k -> kʲ / ⋊ pˀ o tˀ i __ a ⋉
p -> h / ⋊ __ a k ɨ ⋉
p -> h / ⋊ __ ã m u ⋉
ã -> a / ⋊ p __ m u ⋉
p -> h / ⋊ __ e k a ⋉
k -> kʲ / ⋊ p e __ a ⋉
tˀ -> t / ⋊ p e __ i ⋉
p -> h / ⋊ __ i a t a ⋉
i -> ∅ / ⋊ p __ a t a ⋉
∅ -> ã / ⋊ __ s ɨ ˀj o ⋉
ˀj -> ∅ / ⋊ s ɨ __ o ⋉
o -> ∅ / ⋊ s ɨ ˀj __ ⋉
t͡ʃ -> t / ⋊ __ õ pˀ ɨ ⋉
õ -> o / ⋊ t͡ʃ __ pˀ ɨ ⋉
pˀ -> ∅ / ⋊ t͡ʃ õ __ ɨ ⋉
ɨ -> u / ⋊ t͡ʃ õ pˀ __ ⋉
t͡s -> ɾ / ⋊ __ a s e ⋉
t͡s -> j / ⋊ __ e m e ⋉
e -> a / ⋊ t͡s __ m e ⋉
t͡s -> ɾ / ⋊ __ i a ⋉
i -> ∅ / ⋊ t͡s __ a ⋉
t͡s -> ɾ / ⋊ __ i e ⋉
∅ -> ɾ / ⋊ t͡s i e __ ⋉
∅ -> i / ⋊ t͡s i e __ ⋉
t͡s -> ɾ / ⋊ __ i tː a ⋉
tː -> t / ⋊ t͡s i __ a ⋉
t͡s -> ɾ / ⋊ __ ɨ s e o ⋉
ɨ -> i / ⋊ t͡s __ s e o ⋉
∅ -> p / ⋊ t͡s ɨ s e __ o ⋉
o -> u / ⋊ t͡s ɨ s e __ ⋉
t͡s -> j / ⋊ __ o a ⋉
a -> e / ⋊ t͡s o __ ⋉
t͡s -> j / ⋊ __ ẽ s e ⋉
ẽ -> e / ⋊ t͡s __ s e ⋉
t͡s -> t / ⋊ __ ɨ̃ pˀ e ⋉
ɨ̃ -> ɨ / ⋊ t͡s __ pˀ e ⋉
pˀ -> m / ⋊ t͡s ɨ̃ __ e ⋉
e -> ɨ / ⋊ t͡s ɨ̃ pˀ __ ⋉
t͡s -> j / ⋊ __ ɨ s i ⋉
i -> ɨ / ⋊ t͡s ɨ s __ ⋉
∅ -> a / ⋊ t͡s ɨ s i __ ⋉
t͡s -> t / ⋊ __ ũ kː ɨ ⋉
ũ -> o / ⋊ t͡s __ kː ɨ ⋉
kː -> k / ⋊ t͡s ũ __ ɨ ⋉
t͡s -> t / ⋊ __ u s i ⋉
u -> o / ⋊ t͡s __ s i ⋉
∅ -> h / ⋊ __ u h u ⋉
u -> o / ⋊ __ h u ⋉
∅ -> h / ⋊ __ u p e ⋉
p -> h / ⋊ u __ e ⋉
∅ -> ɾ / ⋊ u p e __ ⋉
∅ -> i / ⋊ u p e __ ⋉
∅ -> h / ⋊ __ u tː i ⋉
tː -> t / ⋊ u __ i ⋉
ʔ -> ∅ / ⋊ w a __ i ⋉
kː -> k / ⋊ w e __ ɨ ⋉
ʔ -> ɾ / ⋊ w ɨ __ e ⋉
e -> i / ⋊ w ɨ ʔ __ ⋉
w -> m / ⋊ __ ɨ̃ p o ⋉
ɨ̃ -> ɨ / ⋊ w __ p o ⋉
p -> ˀh / ⋊ w ɨ̃ __ o ⋉
