rule_idx	rule	rule_regex	rule_len	hits	scope	accuracy10.0
360	p -> ɸ / X __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] X	p -> ɸ /  __ (a|o|e|u|ɨ|i|ã|õ|ĩ|ũ|ɨ̃|ẽ)	190	12.0	15.0	0.48
551	s -> h / X __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high] X	s -> h /  __ (a|o|e|ã|õ|ẽ)	197	8.0	8.0	0.4444444444444444
297	kˀ -> ∅ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -front] X	kˀ -> ∅ / (⋊) __ (a|o|u|ɨ|ã|õ|ũ|ɨ̃)	210	8.0	9.0	0.4210526315789473
226	ɨ -> i / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -DORSAL] X	ɨ -> i / (ʔ|k|ɡ|ɸ|t|s|p|d|b|t͡ʃ|t͡s|w|j|kʲ|kʷ|kʷˀ|kˀ|pˀ|sˀ|tʲ|tˀ|ʔʷ|ˀb|ˀd|ˀj|ˀk|ˀp|ˀs|ˀt|ˀɡ) __ (ʔ|t|s|t͡ʃ|t͡s|sˀ|tʲ|tˀ|ˀs|ˀt)	272	6.0	6.0	0.375
13	tˀ -> ɾ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -low, +tense] X	tˀ -> ɾ / (⋊) __ (o|e|u|ɨ|i|õ|ĩ|ũ|ɨ̃|ẽ)	216	6.0	6.0	0.375
449	o -> õ / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	o -> õ / (ɲ|ŋ|n|ʔ|k|ɡ|t|d|t͡ʃ|t͡s|kʲ|kˀ|tʲ|tˀ|ˀd|ˀk|ˀn|ˀt|ˀŋ|ˀɡ) __ (⋉)	168	5.0	6.0	0.3125
546	pˀ -> b / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] X	pˀ -> b / (⋊) __ (a|o|e|u|ɨ|i)	210	5.0	6.0	0.3125
609	t͡s -> ɾ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -back, +tense] X	t͡s -> ɾ / (⋊) __ (ɨ|i)	256	5.0	6.0	0.3125
492	t͡s -> h / X __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL] X	t͡s -> h /  __ (ã|õ|ĩ|ũ|ɨ̃|ẽ)	200	5.0	6.0	0.3125
169	n -> ɾ / X __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +tense] X	n -> ɾ /  __ (o|e)	219	4.0	3.0	0.3076923076923077
